David Smith,28,144517,510,22644,0,Divorced,Associate Degree,Unemployed
Emily Johnson,45,73473,592,19382,1,Single,High School,Employed
John Brown,42,39880,414,3065,0,Divorced,Associate Degree,Employed
Robert Miller,67,120117,558,23873,1,Divorced,High School,Employed
John Brown,40,64439,421,44057,0,Widowed,High School,Self-Employed
Jane Smith,48,140944,598,5524,0,Divorced,Master Degree,Student
Jane Taylor,47,34308,680,25191,0,Widowed,Master Degree,Student
Michelle Williams,59,111563,800,34299,0,Single,Bachelor Degree,Unemployed
Emily Wilson,52,116256,596,1741,0,Divorced,Bachelor Degree,Employed
John Jones,24,55081,661,35010,1,Widowed,Master Degree,Student
Jane Davis,33,95242,762,38977,0,Married,Master Degree,Self-Employed
John Wilson,43,70383,737,22883,0,Widowed,High School,Self-Employed
Daniel Miller,65,29837,426,48007,1,Married,Bachelor Degree,Employed
Jane Wilson,69,124135,496,12330,0,Widowed,Master Degree,Unemployed
John Davis,66,72151,520,29475,0,Married,Associate Degree,Unemployed
Jane Taylor,19,138128,390,47046,1,Divorced,Associate Degree,Employed
Michael Williams,18,56824,710,27051,1,Married,Bachelor Degree,Self-Employed
Robert Brown,65,53073,307,41428,0,Divorced,Associate Degree,Unemployed
Sarah Williams,29,132651,843,23767,1,Divorced,High School,Self-Employed
Michelle Moore,22,117624,767,12875,0,Widowed,Bachelor Degree,Self-Employed
Daniel Williams,54,113648,619,22013,1,Divorced,Master Degree,Student
Jane Moore,49,46299,693,4903,0,Single,Associate Degree,Unemployed
David Johnson,26,119993,568,5397,0,Married,High School,Self-Employed
Jane Wilson,58,78861,490,663,0,Widowed,Master Degree,Student
Daniel Brown,52,50063,360,36578,1,Divorced,Doctorate,Self-Employed
Michael Jones,36,89453,737,17879,0,Married,High School,Employed
John Moore,65,141768,563,48259,1,Married,Associate Degree,Unemployed
Sarah Smith,33,143299,394,30530,1,Single,High School,Self-Employed
Michael Jones,20,88472,769,30370,0,Married,Doctorate,Unemployed
Laura Wilson,37,122166,813,29982,0,Widowed,Doctorate,Student
David Jones,41,34506,493,31558,0,Widowed,High School,Unemployed
Emily Jones,50,114341,781,27371,0,Divorced,Master Degree,Self-Employed
Jane Jones,41,99854,635,26879,1,Divorced,Master Degree,Unemployed
Robert Taylor,69,133604,734,2751,0,Widowed,Doctorate,Employed
Sarah Taylor,28,46026,495,44360,0,Married,Bachelor Degree,Employed
Robert Moore,66,47672,548,24174,1,Married,Bachelor Degree,Student
Sarah Moore,25,58417,797,7090,0,Single,Master Degree,Self-Employed
Jane Brown,53,72413,511,31932,0,Divorced,Bachelor Degree,Unemployed
Daniel Jones,55,144044,765,40926,0,Married,Master Degree,Student
Michael Brown,57,85066,520,22627,0,Married,Associate Degree,Student
Michael Moore,37,79213,572,38515,1,Divorced,Master Degree,Self-Employed
Daniel Williams,52,70971,453,8215,0,Widowed,Associate Degree,Unemployed
Daniel Miller,65,47281,548,4317,0,Married,Doctorate,Student
Laura Moore,42,133978,578,29993,1,Single,Bachelor Degree,Student
Robert Moore,52,48091,739,17954,0,Married,Doctorate,Self-Employed
Daniel Johnson,42,70494,575,5100,0,Married,High School,Self-Employed
John Taylor,46,123864,813,25190,0,Single,High School,Student
Jane Smith,35,133755,387,43250,1,Widowed,Doctorate,Unemployed
John Taylor,63,38610,804,34262,0,Single,Master Degree,Student
Michelle Jones,35,21079,540,37999,0,Single,Master Degree,Employed
John Johnson,19,115386,535,22952,1,Divorced,Bachelor Degree,Self-Employed
Michelle Jones,52,66751,427,8170,1,Married,Doctorate,Employed
Robert Brown,33,106126,802,21651,1,Widowed,High School,Unemployed
David Miller,58,75432,499,17841,0,Married,Doctorate,Self-Employed
Robert Taylor,53,50951,842,30104,0,Widowed,Doctorate,Unemployed
Sarah Brown,50,100863,801,8787,0,Single,Bachelor Degree,Employed
David Johnson,21,98291,791,19038,0,Divorced,Master Degree,Unemployed
John Brown,50,145659,320,17515,0,Single,High School,Self-Employed
Laura Taylor,31,79872,533,45144,0,Married,Bachelor Degree,Employed
Sarah Jones,38,27235,715,49683,0,Divorced,High School,Self-Employed
Michael Smith,65,102733,447,16352,1,Divorced,High School,Employed
John Jones,37,82712,328,46758,0,Married,Master Degree,Student
Michelle Brown,25,41473,660,21758,0,Widowed,Master Degree,Unemployed
Laura Moore,24,87567,607,38830,1,Divorced,Bachelor Degree,Unemployed
Daniel Jones,20,126818,461,42008,0,Widowed,Associate Degree,Self-Employed
Daniel Smith,34,145849,360,2748,1,Widowed,Bachelor Degree,Student
Daniel Williams,50,127399,424,6692,0,Widowed,Bachelor Degree,Self-Employed
Sarah Moore,65,144421,755,27910,1,Divorced,Associate Degree,Self-Employed
Jane Smith,29,99823,370,10395,1,Single,High School,Employed
Daniel Johnson,68,124215,765,6906,1,Divorced,Doctorate,Student
Laura Williams,39,129999,542,34424,0,Single,Associate Degree,Employed
Robert Jones,39,52230,789,47586,0,Divorced,Doctorate,Self-Employed
Jane Wilson,63,104573,520,41803,0,Single,High School,Employed
Jane Taylor,47,112588,772,5795,0,Single,Associate Degree,Employed
Michelle Taylor,55,88876,832,12764,0,Divorced,Master Degree,Unemployed
Michael Smith,55,60644,793,28538,0,Widowed,Bachelor Degree,Student
Michael Brown,62,68664,381,39422,1,Widowed,Associate Degree,Unemployed
Michelle Moore,68,65203,821,9636,0,Single,Associate Degree,Student
Jane Smith,25,86677,311,13713,0,Married,High School,Unemployed
Michelle Moore,44,45425,562,12572,0,Married,Master Degree,Self-Employed
Emily Williams,44,143246,748,43510,1,Divorced,Associate Degree,Unemployed
Michelle Taylor,51,104817,491,36553,0,Divorced,Master Degree,Student
Daniel Taylor,38,127585,413,27931,0,Divorced,Doctorate,Student
David Davis,47,105961,325,42790,1,Married,Associate Degree,Student
Jane Jones,50,120342,798,2503,1,Widowed,Master Degree,Unemployed
Michael Davis,45,145740,807,20499,0,Divorced,Bachelor Degree,Employed
Emily Johnson,64,117649,844,31779,1,Divorced,High School,Unemployed
Emily Davis,50,89806,361,43247,0,Widowed,Master Degree,Employed
Robert Taylor,22,62814,528,10938,0,Single,High School,Unemployed
Robert Wilson,65,90219,334,14727,1,Divorced,Associate Degree,Self-Employed
Michael Williams,36,69646,755,4172,0,Married,Associate Degree,Self-Employed
Sarah Moore,21,59884,801,7958,0,Married,Doctorate,Unemployed
Daniel Williams,52,115345,324,19039,1,Divorced,High School,Unemployed
Jane Smith,66,146062,331,3979,0,Married,Bachelor Degree,Unemployed
Daniel Davis,34,120088,311,15387,0,Widowed,Bachelor Degree,Self-Employed
Jane Taylor,61,138198,618,551,0,Single,Master Degree,Employed
Michelle Moore,45,89322,300,2659,1,Single,Bachelor Degree,Student
John Davis,47,41650,734,4890,0,Divorced,High School,Employed
David Davis,46,114242,435,20535,1,Divorced,Associate Degree,Unemployed
Emily Wilson,63,29190,495,28991,0,Single,High School,Self-Employed
John Williams,23,58196,432,16580,0,Single,High School,Student
John Miller,52,59449,385,35380,0,Divorced,Associate Degree,Employed
John Wilson,58,59661,775,46020,0,Married,High School,Unemployed
Jane Jones,54,49709,623,47861,0,Divorced,Bachelor Degree,Self-Employed
Michelle Taylor,41,130965,479,22649,0,Widowed,Master Degree,Self-Employed
Jane Smith,46,100428,815,15839,0,Divorced,Master Degree,Student
Daniel Moore,66,95179,474,29805,0,Divorced,High School,Employed
Sarah Smith,63,29943,320,1854,0,Divorced,Associate Degree,Self-Employed
Michelle Moore,48,63240,404,6120,0,Divorced,Doctorate,Unemployed
Daniel Moore,52,65760,742,4254,0,Divorced,High School,Unemployed
Laura Brown,50,41042,348,17093,1,Divorced,High School,Student
Michael Taylor,69,141770,827,16667,0,Married,Doctorate,Employed
David Brown,38,63894,444,23055,1,Divorced,Master Degree,Self-Employed
Robert Brown,49,26869,639,33505,0,Single,Master Degree,Student
Laura Williams,40,81078,653,41795,0,Divorced,Doctorate,Employed
Jane Brown,50,76759,374,41343,1,Married,Associate Degree,Employed
Sarah Williams,20,125973,618,9191,0,Widowed,High School,Self-Employed
Emily Johnson,35,64306,386,10256,0,Single,Bachelor Degree,Student
John Taylor,42,128369,341,36808,1,Divorced,Master Degree,Student
Jane Williams,59,75371,392,9827,1,Divorced,Master Degree,Student
Jane Miller,48,40918,806,29020,1,Single,Master Degree,Student
David Williams,20,48379,828,43808,1,Divorced,Associate Degree,Employed
Emily Jones,57,140667,564,40525,1,Married,Doctorate,Student
Emily Taylor,63,128475,591,29400,1,Divorced,Associate Degree,Student
Emily Smith,41,110810,763,17033,1,Widowed,Master Degree,Self-Employed
Jane Smith,67,103232,396,32381,0,Married,High School,Unemployed
Emily Brown,49,22962,394,28282,0,Divorced,Master Degree,Employed
Daniel Williams,64,33851,625,44988,0,Widowed,High School,Self-Employed
